prepare intput
152086
build model
training
-- line number 307372
allocated: 418M, max allocated: 418M, cached: 472M, max cached: 472M
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 316
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 317
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 318
allocated: 1675M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 319
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 320
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 321
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 322
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 323
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 324
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 325
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 326
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 327
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 328
allocated: 1675M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 329
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 330
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 331
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 332
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 333
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 334
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 335
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 336
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 337
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 338
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 339
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 340
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 341
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 342
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 343
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 344
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 345
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 346
allocated: 1675M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 347
allocated: 1683M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 348
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 349
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 350
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 351
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 352
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 353
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 354
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 355
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 356
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 357
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 358
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 359
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 360
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 361
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 362
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 363
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 364
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 365
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 366
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 367
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 368
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 369
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 370
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 371
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 372
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 373
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 374
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 375
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 376
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 377
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 378
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 379
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 380
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 381
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 382
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 383
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 384
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 385
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 386
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 387
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 388
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 389
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 390
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 391
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 392
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 393
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 394
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 395
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 396
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 397
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 398
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 399
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 400
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 401
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 402
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 403
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 404
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 405
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 406
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 407
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 408
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 409
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 410
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 411
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 412
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 413
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 414
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 415
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 416
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 417
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 418
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 419
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 420
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 421
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 422
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 423
allocated: 1676M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 424
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 425
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 426
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 427
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 428
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 429
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 430
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 431
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 432
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 433
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 434
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 435
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 436
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 437
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 438
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 439
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 440
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 441
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 442
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 443
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 444
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 445
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 446
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 447
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 448
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 449
allocated: 1681M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 450
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 451
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 452
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 453
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 454
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 455
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 456
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 457
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 458
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 459
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 460
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 461
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 462
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 463
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 464
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 465
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 466
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 467
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 468
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 469
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 470
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 471
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 472
allocated: 1680M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 473
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 474
allocated: 1682M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 475
allocated: 1678M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 476
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 477
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 478
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 479
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 480
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 481
allocated: 1677M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 482
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 483
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
-- batch number 484
allocated: 1679M, max allocated: 5565M, cached: 6216M, max cached: 6216M
